id,surname,country
13131,Bogemans,Belgium
13132,Boļ,Belgium
13133,Boidron,Belgium
13134,Bollaert,Belgium
13135,Bolland,Belgium
13136,Bolle,Belgium
13137,Bollens,Belgium
13138,Bolsens,Belgium
13139,Bolssens,Belgium
13140,Bonesire,Belgium
13141,Bonmariage,Belgium
13142,Bonmariage,Belgium
13143,Bonnivert,Belgium
13144,Boodts,Belgium
13145,Boogaerts,Belgium
13146,Booghmans,Belgium
13147,Boon,Belgium
13148,Boon,Belgium
13149,Boone,Belgium
13150,Boone,Belgium
13151,Boonen,Belgium
13152,Boonen,Belgium
13153,Boonen,Belgium
13154,Boonen,Belgium
13155,Bordet,Belgium
13156,Bordin,Belgium
13157,Borguet,Belgium
13158,Borkelmans,Belgium
13159,Borlée,Belgium
13160,Bormans,Belgium
13161,Bormans,Belgium
13162,Bormans,Belgium
13163,Borremans,Belgium
13164,Borremans,Belgium
13165,Borremans,Belgium
13166,Borremans,Belgium
13167,Borsu,Belgium
13168,Borsus,Belgium
13169,Borsut,Belgium
13170,Boryn,Belgium
13171,Bosch,Belgium
13172,Bosco,Belgium
13173,Bosman,Belgium
13174,Bosman,Belgium
13175,Bosmans,Belgium
13176,Bosmans,Belgium
13177,Bosmans,Belgium
13178,Bosmans,Belgium
13179,Bosmans,Belgium
13180,Bosmans,Belgium
13181,Bosquin,Belgium
13182,Bosse,Belgium
13183,Bossut,Belgium
13184,Bosteels,Belgium
13185,Bostoen,Belgium
13186,Bouch,Belgium
13187,Bouchat,Belgium
13188,Boucher,Belgium
13189,Bouchez,Belgium
13190,Bouchez,Belgium
13191,Bouchhout,Belgium
13192,Bouckaert,Belgium
13193,Bouffioulx,Belgium
13194,Bouffioux,Belgium
13195,Bougard,Belgium
13196,Bouillčre,Belgium
13197,Bouillet,Belgium
13198,Bouillon,Belgium
13199,Bouillon,Belgium
13200,Boulanger,Belgium
13201,Boulanger,Belgium
13202,Boulanger,Belgium
13203,Boulanger,Belgium
13204,Boulanger,Belgium
13205,Boulanger,Belgium
13206,Boulanger,Belgium
13207,Bourdeaux,Belgium
13208,Bourdon,Belgium
13209,Bourgeois,Belgium
13210,Bourgois,Belgium
13211,Bourton,Belgium
13212,Boussu,Belgium
13213,Boutemans,Belgium
13214,Bouvez,Belgium
13215,Bouxin,Belgium
13216,Braem,Belgium
13217,Braem,Belgium
13218,Braibant,Belgium
13219,Braine,Belgium
13220,Braives,Belgium
13221,Braken,Belgium
13222,Brams,Belgium
13223,Brand,Belgium
13224,Branders,Belgium
13225,Brandt,Belgium
13226,Brandt,Belgium
13227,Braquet,Belgium
13228,Brasseur,Belgium
13229,Brasseur,Belgium
13230,Brasseur,Belgium
13231,Brasseur,Belgium
13232,Brasseur,Belgium
13233,Brebart,Belgium
13234,Bredael,Belgium
13235,Breemersch,Belgium
13236,Brees,Belgium
13237,Brel,Belgium
13238,Brenez,Belgium
13239,Brepoels,Belgium
13240,Brichard,Belgium
13241,Brichaut,Belgium
13242,Brigand,Belgium
13243,Brigode,Belgium
13244,Brijs,Belgium
13245,Brijs,Belgium
13246,Brocken,Belgium
13247,Broeck,Belgium
13248,Broeckaert,Belgium
13249,Broeckart,Belgium
13250,Brogniez,Belgium
13251,Brohez,Belgium
13252,Brolet,Belgium
13253,Broos,Belgium
13254,Broos,Belgium
13255,Brose,Belgium
13256,Brouck,Belgium
13257,Brouckaert,Belgium
13258,Broucke,Belgium
13259,Broucq,Belgium
13260,Broucque,Belgium
13261,Brouhier,Belgium
13262,Brug,Belgium
13263,Brugelman,Belgium
13264,Bruges,Belgium
13265,Bruggeman,Belgium
13266,Bruggeman,Belgium
13267,Bruggesman,Belgium
13268,Brugs,Belgium
13269,Brulet,Belgium
13270,Brullemans,Belgium
13271,Bruneel,Belgium
13272,Bruneel,Belgium
13273,Brunehaut,Belgium
13274,Brutoux,Belgium
13275,Bruyer,Belgium
13276,Bruyčre,Belgium
13277,Bruylant,Belgium
13278,Bruyndonckx,Belgium
13279,Bruyninckx,Belgium
13280,Bruynseel,Belgium
13281,Bruynseels,Belgium
13282,Brys,Belgium
13283,Brys,Belgium
13284,Bryssinck,Belgium
13285,Buchet,Belgium
13286,Buchet,Belgium
13287,Buelens,Belgium
13288,Buffel,Belgium
13289,Buffel,Belgium
13290,Buggenhout,Belgium
13291,Buis,Belgium
13292,Buja,Belgium
13293,Bultot,Belgium
13294,Burgeon,Belgium
13295,Burger,Belgium
13296,Burghgraeve,Belgium
13297,Burghgraeve,Belgium
13298,Burgmeester,Belgium
13299,Burin,Belgium
13300,Burion,Belgium
13301,Burlet,Belgium
13302,Burm,Belgium
13303,Burnay,Belgium
13304,Burton,Belgium
13305,Burtont,Belgium
13306,Bury,Belgium
13307,Bury,Belgium
13308,Bury,Belgium
13309,Bury,Belgium
13310,Busiau,Belgium
13311,Busigny,Belgium
13312,Bussé,Belgium
13313,Buyens,Belgium
13314,Buyl,Belgium
13315,Buyle,Belgium
13316,Buys,Belgium
13317,Buyse,Belgium
13318,Buysens,Belgium
13319,Buysse,Belgium
13320,Buysse,Belgium
13321,Buytaert,Belgium
13322,Caers,Belgium
13323,Calbert,Belgium
13324,Calens,Belgium
13325,Callaert,Belgium
13326,Callawaert,Belgium
13327,Callebaut,Belgium
13328,Callebaut,Belgium
13329,Callebaut,Belgium
13330,Callebert,Belgium
13331,Callebout,Belgium
13332,Callens,Belgium
13333,Callens,Belgium
13334,Callens,Belgium
13335,Callens,Belgium
13336,Callens,Belgium
13337,Calonne,Belgium
13338,Caluwé,Belgium
13339,Cambier,Belgium
13340,Camby,Belgium
13341,Camerier,Belgium
13342,Camerman,Belgium
13343,Campenhout,Belgium
13344,Cant,Belgium
13345,Cantineau,Belgium
13346,Capelle,Belgium
13347,Capelle,Belgium
13348,Capiaux,Belgium
13349,Cappaert,Belgium
13350,Cappelaere,Belgium
13351,Cappelaire,Belgium
13352,Cappelier,Belgium
13353,Cappeliez,Belgium
13354,Cappellen,Belgium
13355,Cappellier,Belgium
13356,Carbonez,Belgium
13357,Carbonnez,Belgium
13358,Cardijn,Belgium
13359,Carette,Belgium
13360,Carlier,Belgium
13361,Carlier,Belgium
13362,Carlier,Belgium
13363,Carlier,Belgium
13364,Carlier,Belgium
13365,Carlier,Belgium
13366,Carlier,Belgium
13367,Carré,Belgium
13368,Cartiaux,Belgium
13369,Carton,Belgium
13370,Casier,Belgium
13371,Casteau,Belgium
13372,Casteels,Belgium
13373,Casteels,Belgium
13374,Castel,Belgium
13375,Castelain,Belgium
13376,Castelein,Belgium
13377,Castelet,Belgium
13378,Castiau,Belgium
13379,Castiaux,Belgium
13380,Cathoir,Belgium
13381,Cauberghe,Belgium
13382,Cauchies,Belgium
13383,Cauderlier,Belgium
13384,Caudrelier,Belgium
13385,Caudron,Belgium
13386,Cauffmann,Belgium
13387,Caufriez,Belgium
13388,Caufriez,Belgium
13389,Caufry,Belgium
13390,Caupain,Belgium
13391,Cauvel,Belgium
13392,Cauvet,Belgium
13393,Cauvin,Belgium
13394,Cauwe,Belgium
13395,Cavalier,Belgium
13396,Cavard,Belgium
13397,Cavens,Belgium
13398,Cavens,Belgium
13399,Ceulemans,Belgium
13400,Ceulemans,Belgium
13401,Ceulemans,Belgium
13402,Ceulemans,Belgium
13403,Ceulemans,Belgium
13404,Ceyssens,Belgium
13405,Chada,Belgium
13406,Chaineux,Belgium
13407,Champagne,Belgium
13408,Chantraine,Belgium
13409,Chantry,Belgium
13410,Chapelle,Belgium
13411,Charlier,Belgium
13412,Charlier,Belgium
13413,Charlier,Belgium
13414,Charlier,Belgium
13415,Charlier,Belgium
13416,Charlier,Belgium
13417,Charlier,Belgium
13418,Charlier,Belgium
13419,Charpentier,Belgium
13420,Chatelain,Belgium
13421,Chatelle,Belgium
13422,Chaufourd,Belgium
13423,Chauviaux,Belgium
13424,Chźneboit,Belgium
13425,Chestay,Belgium
13426,Chestia,Belgium
13427,Chevalier,Belgium
13428,Chevalier,Belgium
13429,Chimay,Belgium
13430,Chouffe,Belgium
13431,Chrétien,Belgium
13432,Chrispeels,Belgium
13433,Christiaens,Belgium
13434,Christiaens,Belgium
13435,Christiaens,Belgium
13436,Christiaens,Belgium
13437,Christiaens,Belgium
13438,Christiaens,Belgium
13439,Christiaens,Belgium
13440,Christiaens,Belgium
13441,Christoffel,Belgium
13442,Ciman,Belgium
13443,Ciney,Belgium
13444,Claerhout,Belgium
13445,Claes,Belgium
13446,Claes,Belgium
13447,Claes,Belgium
13448,Claes,Belgium
13449,Claes,Belgium
13450,Claes,Belgium
13451,Claes,Belgium
13452,Claes,Belgium
13453,Claes,Belgium
13454,Claessens,Belgium
13455,Claessens,Belgium
13456,Claessens,Belgium
13457,Claessens,Belgium
13458,Claessens,Belgium
13459,Claessens,Belgium
13460,Claeys,Belgium
13461,Claeys,Belgium
13462,Claeys,Belgium
13463,Claeys,Belgium
13464,Claeys,Belgium
13465,Claeys,Belgium
13466,Clappaert,Belgium
13467,Claude,Belgium
13468,Claus,Belgium
13469,Claus,Belgium
13470,Cléban,Belgium
13471,Clébant,Belgium
13472,Clément,Belgium
13473,Clément,Belgium
13474,Clerx,Belgium
13475,Clery,Belgium
13476,Clessens,Belgium
13477,Cleyman,Belgium
13478,Cleymans,Belgium
13479,Cleymans,Belgium
13480,Cleys,Belgium
13481,Clijsters,Belgium
13482,Clijsters,Belgium
13483,Clijsters,Belgium
13484,Clijsters,Belgium
13485,Cloots,Belgium
13486,Close,Belgium
13487,Closset,Belgium
13488,Cobbaut,Belgium
13489,Cochet,Belgium
13490,Coeck,Belgium
13491,Coeme,Belgium
13492,Coenen,Belgium
13493,Coenen,Belgium
13494,Coenen,Belgium
13495,Colasse,Belgium
13496,Colin,Belgium
13497,Colinus,Belgium
13498,Collard,Belgium
13499,Collard,Belgium
13500,Collard,Belgium
13501,Collard,Belgium
13502,Collard,Belgium
13503,Collart,Belgium
13504,Collen,Belgium
13505,Collet,Belgium
13506,Collette,Belgium
13507,Collette,Belgium
13508,Colleye,Belgium
13509,Collignon,Belgium
13510,Collignon,Belgium
13511,Collignon,Belgium
13512,Collignon,Belgium
13513,Collignon,Belgium
13514,Collin,Belgium
13515,Collin,Belgium
13516,Collin,Belgium
13517,Collin,Belgium
13518,Collin,Belgium
13519,Collin,Belgium
13520,Collin,Belgium
13521,Collinet,Belgium
13522,Collinet,Belgium
13523,Colmant,Belgium
13524,Colonval,Belgium
13525,Colonval,Belgium
13526,Colpaert,Belgium
13527,Colpaert,Belgium
13528,Colpaert,Belgium
13529,Colson,Belgium
13530,Colson,Belgium
13531,Colson,Belgium
13532,Colson,Belgium
13533,Comans,Belgium
13534,Compčre,Belgium
13535,Coninx,Belgium
13536,Conreur,Belgium
13537,Conreur,Belgium
13538,Constant,Belgium
13539,Constant,Belgium
13540,Cool,Belgium
13541,Cool,Belgium
13542,Cools,Belgium
13543,Cools,Belgium
13544,Cools,Belgium
13545,Cools,Belgium
13546,Cools,Belgium
13547,Cools,Belgium
13548,Coolssens,Belgium
13549,Cooreman,Belgium
13550,Coorevits,Belgium
13551,Coosemans,Belgium
13552,Copieters,Belgium
13553,Coppe,Belgium
13554,Coppée,Belgium
13555,Coppens,Belgium
13556,Coppens,Belgium
13557,Coppens,Belgium
13558,Coppens,Belgium
13559,Coppens,Belgium
13560,Coppens,Belgium
13561,Coppens,Belgium
13562,Coppens,Belgium
13563,Coppens,Belgium
13564,Coppens,Belgium
13565,Coppens,Belgium
13566,Coppieters,Belgium
13567,Coquelet,Belgium
13568,Corain,Belgium
13569,Corbeels,Belgium
13570,Corbeels,Belgium
13571,Corbiau,Belgium
13572,Corbisier,Belgium
13573,Cordemans,Belgium
13574,Cordier,Belgium
13575,Cordier,Belgium
13576,Cordiez,Belgium
13577,Cordonnier,Belgium
13578,Cordonnier,Belgium
13579,Cordy,Belgium
13580,Corijn,Belgium
13581,Corin,Belgium
13582,Corman,Belgium
13583,Cornelis,Belgium
13584,Cornelis,Belgium
13585,Cornelis,Belgium
13586,Cornelis,Belgium
13587,Cornelis,Belgium
13588,Cornelis,Belgium
13589,Cornelis,Belgium
13590,Cornelisse,Belgium
13591,Cornelissens,Belgium
13592,Cornet,Belgium
13593,Cornet,Belgium
13594,Cornet,Belgium
13595,Cornet,Belgium
13596,Cornet,Belgium
13597,Cornet,Belgium
13598,Cornet,Belgium
13599,Cornez,Belgium
13600,Cornil,Belgium
13601,Correvits,Belgium
13602,Corrin,Belgium
13603,Corring,Belgium
13604,Corringer,Belgium
13605,Corsendonck,Belgium
13606,Corstjens,Belgium
13607,Cortens,Belgium
13608,Coryn,Belgium
13609,Cossey,Belgium
13610,Cossey,Belgium
13611,Coubeau,Belgium
13612,Coudyser,Belgium
13613,Couhysder,Belgium
13614,Coulisse,Belgium
13615,Coupienne,Belgium
13616,Couran,Belgium
13617,Courtois,Belgium
13618,Courtois,Belgium
13619,Coussement,Belgium
13620,Coussement,Belgium
13621,Coutant,Belgium
13622,Coutijser,Belgium
13623,Coutiser,Belgium
13624,Cowez,Belgium
13625,Crab,Belgium
13626,Crabbe,Belgium
13627,Crama,Belgium
13628,Crasson,Belgium
13629,Cravatte,Belgium
13630,Cremer,Belgium
13631,Crépez,Belgium
13632,Crepin,Belgium
13633,Crespel,Belgium
13634,Crespin,Belgium
13635,Crevecoeur,Belgium
13636,Crčvecoeur,Belgium
13637,Crevisse,Belgium
13638,Crevits,Belgium
13639,Criel,Belgium
13640,Crispeel,Belgium
13641,Crispeels,Belgium
13642,Crispel,Belgium
13643,Crispiels,Belgium
13644,Crombez,Belgium
13645,Crommelynck,Belgium
13646,Culot,Belgium
13647,Cuppens,Belgium
13648,Cuvelier,Belgium
13649,Cuvelier,Belgium
13650,Cuvelier,Belgium
13651,Cuvelier,Belgium
13652,Cuvelier,Belgium
13653,Cuvelier,Belgium
13654,Cuvelier,Belgium
13655,Cuypers,Belgium
13656,Cuypers,Belgium
13657,Cuyvers,Belgium
13658,D’Haese,Belgium
13659,D’Haeyer,Belgium
13660,D’Hoeraen,Belgium
13661,D’Hondt,Belgium
13662,D’Hooghe,Belgium
13663,D’hoolaege,Belgium
13664,D’Hulst,Belgium
13665,D’orchymont,Belgium
13666,Daan,Belgium
13667,Dachelet,Belgium
13668,Daelemans,Belgium
13669,Daelman,Belgium
13670,Daels,Belgium
13671,Daems,Belgium
13672,Daems,Belgium
13673,Daems,Belgium
13674,Daems,Belgium
13675,Daenis,Belgium
13676,Daens,Belgium
13677,Daens,Belgium
13678,Daerden,Belgium
13679,Daerden,Belgium
13680,Daeseleire,Belgium
13681,Dalmans,Belgium
13682,Damard,Belgium
13683,Damart,Belgium
13684,Danis,Belgium
13685,Danneels,Belgium
13686,Danssaert,Belgium
13687,Dantschotter,Belgium
13688,Dany,Belgium
13689,Danys,Belgium
13690,Daoust,Belgium
13691,Dapvril,Belgium
13692,Daras,Belgium
13693,Dardenne,Belgium
13694,Dardenne,Belgium
13695,Darding,Belgium
13696,Darmont,Belgium
13697,Darmont,Belgium
13698,Dassonville,Belgium
13699,Dauchot,Belgium
13700,Daufresne,Belgium
13701,Dauvin,Belgium
13702,Dauwe,Belgium
13703,Dauwen,Belgium
13704,Dauwen,Belgium
13705,David,Belgium
13706,Davignon,Belgium
13707,Davoine,Belgium
13708,Dawance,Belgium
13709,"De Backer",Belgium
13710,"De Backer",Belgium
13711,"De Backer",Belgium
13712,"De Backer",Belgium
13713,"De Backer",Belgium
13714,"De Baene",Belgium
13715,"De Baets",Belgium
13716,"De Baets",Belgium
13717,"De Batselier",Belgium
13718,"De Batselier",Belgium
13719,"De Bel",Belgium
13720,"De Belser",Belgium
13721,"De Bessel",Belgium
13722,"De Beuckelaere",Belgium
13723,"De Beul",Belgium
13724,"De Beule",Belgium
13725,"De Bilde",Belgium
13726,"De Bilde",Belgium
13727,"De Bisschop",Belgium
13728,"De Bleeckere",Belgium
13729,"De Block",Belgium
13730,"De Bloedt",Belgium
13731,"De Blonde",Belgium
13732,"De Bock",Belgium
13733,"De Bock",Belgium
13734,"De Bock",Belgium
13735,"De Boeck",Belgium
13736,"De Boeck",Belgium
13737,"De Boeck",Belgium
13738,"De Boeck",Belgium
13739,"De Boeck",Belgium
13740,"De Boeck",Belgium
13741,"de Boeck",Belgium
13742,"De Boeck",Belgium
13743,"De Boosere",Belgium
13744,"De Borger",Belgium
13745,"De Borger",Belgium
13746,"De Bosscher",Belgium
13747,"De Bosschere",Belgium
13748,"De Bouw",Belgium
13749,"De Brauwer",Belgium
13750,"De Brauwer",Belgium
13751,"De Brul",Belgium
13752,"De Brul",Belgium
13753,"De Bruyn",Belgium
13754,"De Bruyn",Belgium
13755,"De Bruyne",Belgium
13756,"De Bruyne",Belgium
13757,"De Bruyne",Belgium
13758,"De Busschere",Belgium
13759,"De Buyle",Belgium
13760,"De Caluwaert",Belgium
13761,"De Ceulaer",Belgium
13762,"De Ceuninck",Belgium
13763,"De Ceuster",Belgium
13764,"De Clerck",Belgium
13765,"De Clercq",Belgium
13766,"De Clercq",Belgium
13767,"De Clercq",Belgium
13768,"De Clercq",Belgium
13769,"De Clercq",Belgium
13770,"De Clercq",Belgium
13771,"De Cleyn",Belgium
13772,"De Cock",Belgium
13773,"De Cock",Belgium
13774,"De Cock",Belgium
13775,"De Cock",Belgium
13776,"De Cock",Belgium
13777,"De Cock",Belgium
13778,"De Cock",Belgium
13779,"De Coene",Belgium
13780,"De Coninck",Belgium
13781,"De Coninck",Belgium
13782,"De Coninck",Belgium
13783,"De Coninck",Belgium
13784,"De Coninck",Belgium
13785,"De Coom",Belgium
13786,"De Coster",Belgium
13787,"De Coster",Belgium
13788,"De Coster",Belgium
13789,"De Coster",Belgium
13790,"De Coster",Belgium
13791,"De Coster",Belgium
13792,"De Craen",Belgium
13793,"De Crayer",Belgium
13794,"De Cruyenaere",Belgium
13795,"De Cuyper",Belgium
13796,"De Decker",Belgium
13797,"De Decker",Belgium
13798,"De Doncker",Belgium
13799,"De Doncker",Belgium
13800,"De Doncker",Belgium
13801,"De Donder",Belgium
13802,"De Draier",Belgium
13803,"De Duve",Belgium
13804,"de Duve",Belgium
13805,"De Fauw",Belgium
13806,"De Feyter",Belgium
13807,"De Flandre",Belgium
13808,"De France",Belgium
13809,"De Frankrijker",Belgium
13810,"De Gent",Belgium
13811,"De Ghelderode",Belgium
13812,"De Greef",Belgium
13813,"De Greef",Belgium
13814,"De Greef",Belgium
13815,"De Greef",Belgium
13816,"De Griek",Belgium
13817,"De Grijse",Belgium
13818,"De Grijze",Belgium
13819,"De Groodt",Belgium
13820,"De Groof",Belgium
13821,"De Groot",Belgium
13822,"De Groote",Belgium
13823,"De Groote",Belgium
13824,"De Groote",Belgium
13825,"De Groote",Belgium
13826,"De Gryse",Belgium
13827,"De Gryze",Belgium
13828,"De Guchteneere",Belgium
13829,"De Haene",Belgium
13830,"De Haese",Belgium
13831,"De Hert",Belgium
13832,"De hert",Belgium
13833,"De Hertog",Belgium
13834,"De Hoorne",Belgium
13835,"De Jaeghere",Belgium
13836,"de Jongh",Belgium
13837,"De Keersmaeker",Belgium
13838,"De Keersmaeker",Belgium
13839,"De Kelver",Belgium
13840,"de Keyser",Belgium
13841,"De Keyser",Belgium
13842,"De Kimpe",Belgium
13843,"De Kock",Belgium
13844,"De Koninck",Belgium
13845,"De Koster",Belgium
13846,"de la Faille",Belgium
13847,"De Laet",Belgium
13848,"De Landtsheer",Belgium
13849,"De Leeuw",Belgium
13850,"de lille",Belgium
13851,"de Longrée",Belgium
13852,"De Maere",Belgium
13853,"De Maere",Belgium
13854,"De Maeyer",Belgium
13855,"De Man",Belgium
13856,"De Man",Belgium
13857,"De Markgraef",Belgium
13858,"De Mayer",Belgium
13859,"De Meersman",Belgium
13860,"De Meester",Belgium
13861,"De Meester",Belgium
13862,"de Meeter",Belgium
13863,"De Mérode",Belgium
13864,"De Mets",Belgium
13865,"De Meulenaer",Belgium
13866,"De Mevius",Belgium
13867,"De Mey",Belgium
13868,"De Meyer",Belgium
13869,"De Meyer",Belgium
13870,"De Meyer",Belgium
13871,"De Meyer",Belgium
13872,"De Meyer",Belgium
13873,"De Meyer",Belgium
13874,"De Meyer",Belgium
13875,"De Molder",Belgium
13876,"De Mondt",Belgium
13877,"De Mondt",Belgium
13878,"De Moor",Belgium
13879,"De Mortier",Belgium
13880,"De Mul",Belgium
13881,"De Munck",Belgium
13882,"De Muynck",Belgium
13883,"De Muynck",Belgium
13884,"De Muynck",Belgium
13885,"De Muyncke",Belgium
13886,"De Muynek",Belgium
13887,"De Muynke",Belgium
13888,"De Myttenaere",Belgium
13889,"De Naeyer",Belgium
13890,"De Nayer",Belgium
13891,"De Neef",Belgium
13892,"De Neef",Belgium
13893,"De Neve",Belgium
13894,"De Nčve",Belgium
13895,"De Nolf",Belgium
13896,"De Pannemacker",Belgium
13897,"De Pannemaecker",Belgium
13898,"De Pauss",Belgium
13899,"De Pauw",Belgium
13900,"De Pauw",Belgium
13901,"De Pauw",Belgium
13902,"De Pauw",Belgium
13903,"De Pauw",Belgium
13904,"De Pauw",Belgium
13905,"De Pauw",Belgium
13906,"De Pelsemaeker",Belgium
13907,"De Pester",Belgium
13908,"De Petter",Belgium
13909,"De Poorter",Belgium
13910,"De Pooter",Belgium
13911,"De Potter",Belgium
13912,"De Potter",Belgium
13913,"De Praeter",Belgium
13914,"De Pré",Belgium
13915,"De Prester",Belgium
13916,"De Preter",Belgium
13917,"De Prez",Belgium
13918,"De Ridder",Belgium
13919,"De Ridder",Belgium
13920,"De Ridder",Belgium
13921,"De Ridder",Belgium
13922,"De Ridder",Belgium
13923,"De Ridder",Belgium
13924,"De Ridere",Belgium
13925,"De Roeck",Belgium
13926,"De Roeck",Belgium
13927,"De Roeck",Belgium
13928,"De Roover",Belgium
13929,"De Roover",Belgium
13930,"De Roy",Belgium
13931,"De Rudere",Belgium
13932,"De Ryck",Belgium
13933,"De Ryck",Belgium
13934,"De Rycke",Belgium
13935,"De Rycker",Belgium
13936,"De Sachte",Belgium
13937,"De Saedeleer",Belgium
13938,"De Saert",Belgium
13939,"de Sart",Belgium
13940,"De Schepper",Belgium
13941,"De Schepper",Belgium
13942,"De Schepper",Belgium
13943,"De Schoone",Belgium
13944,"De Schrijver",Belgium
13945,"De Smedt",Belgium
13946,"De Smedt",Belgium
13947,"De Smedt",Belgium
13948,"De Smedt",Belgium
13949,"De Smedt",Belgium
13950,"De Smedt",Belgium
13951,"De Smedt",Belgium
13952,"De Smet",Belgium
13953,"De Smet",Belgium
13954,"De Smet",Belgium
13955,"De Smet",Belgium
13956,"De Smet",Belgium
13957,"De Smet",Belgium
13958,"De Smet",Belgium
13959,"De Smeytere",Belgium
13960,"De Smidt",Belgium
13961,"De Smit",Belgium
13962,"De Smyter",Belgium
13963,"De Stracke",Belgium
13964,"De Sueter",Belgium
13965,"De Sutter",Belgium
13966,"De Sutter",Belgium
13967,"De Thaey",Belgium
13968,"De Thier",Belgium
13969,"De Vette",Belgium
13970,"De Vidts",Belgium
13971,"De Vlaeminck",Belgium
13972,"De Vleeschauwer",Belgium
13973,"De Vocht",Belgium
13974,"De Voghels",Belgium
13975,"De Vooght",Belgium
13976,"De Vos",Belgium
13977,"De Vos",Belgium
13978,"De Vos",Belgium
13979,"De Vos",Belgium
13980,"De Vos",Belgium
13981,"De Vos",Belgium
13982,"De Vreese",Belgium
13983,"De Vrient",Belgium
13984,"De Vylder",Belgium
13985,"De Wachter",Belgium
13986,"De Waele",Belgium
13987,"De Waele",Belgium
13988,"De Walque",Belgium
13989,"De Wilde",Belgium
13990,"De Wilde",Belgium
13991,"De Wilde",Belgium
13992,"De Wilde",Belgium
13993,"De wilde",Belgium
13994,"De Wilde",Belgium
13995,"De Wilde",Belgium
13996,"De Winne",Belgium
13997,"De Winter",Belgium
13998,"De Winter",Belgium
13999,"De Winter",Belgium
14000,"De Winter",Belgium
14001,"De Wispelaere",Belgium
14002,"De Wispelaere",Belgium
14003,"De Wit",Belgium
14004,"De Wit",Belgium
14005,"De Wit",Belgium
14006,"De Witte",Belgium
14007,"De Witte",Belgium
14008,"De Wolf",Belgium
14009,"De Wree",Belgium
14010,"De Wulf",Belgium
14011,"De Zeeuw",Belgium
14012,Debacker,Belgium
14013,Debacker,Belgium
14014,Debaere,Belgium
14015,Debaere,Belgium
14016,Debaere,Belgium
14017,Debaere,Belgium
14018,Debaere,Belgium
14019,Debakker,Belgium
14020,Debakker,Belgium
14021,Debar,Belgium
14022,Debaut,Belgium
14023,Debecker,Belgium
14024,Debeer,Belgium
14025,Debekker,Belgium
14026,Debergé,Belgium
14027,Debergh,Belgium
14028,Debergh,Belgium
14029,Debeukelaer,Belgium
14030,Debeule,Belgium
14031,Debienne,Belgium
14032,Deblaere,Belgium
14033,Deblander,Belgium
14034,Debled,Belgium
14035,Deblieck,Belgium
14036,Deblock,Belgium
14037,Debock,Belgium
14038,Deboschere,Belgium
14039,Deboscker,Belgium
14040,Deboskre,Belgium
14041,Debosscher,Belgium
14042,Debosschere,Belgium
14043,Debras,Belgium
14044,Debray,Belgium
14045,Debroeck,Belgium
14046,Debrucker,Belgium
14047,Debruyn,Belgium
14048,Debruyne,Belgium
14049,Deburghgraeve,Belgium
14050,Debusscher,Belgium
14051,Debusschere,Belgium
14052,Debuyst,Belgium
14053,Decaluwaert,Belgium
14054,Decaluwe,Belgium
14055,Decarpenterie,Belgium
14056,Decauwer,Belgium
14057,Decerf,Belgium
14058,Deceuninck,Belgium
14059,Dechainois,Belgium
14060,Dechamps,Belgium
14061,Deckers,Belgium
14062,Deckers,Belgium
14063,Decleene,Belgium
14064,Decleir,Belgium
14065,Declerck,Belgium
14066,Declerck,Belgium
14067,Declercq,Belgium
14068,Declercq,Belgium
14069,Declercq,Belgium
14070,Declercq,Belgium
14071,Declercq,Belgium
14072,Declercq,Belgium
14073,Decock,Belgium
14074,Decock,Belgium
14075,Decocq,Belgium
14076,Deconinck,Belgium
14077,Decook,Belgium
14078,Decraen,Belgium
14079,Decroix,Belgium
14080,Decrucq,Belgium
14081,Decruyenaere,Belgium
14082,Dedauw,Belgium
14083,Dedecker,Belgium
14084,Dedecker,Belgium
14085,Dedeurwaerder,Belgium
14086,Dedobbelaer,Belgium
14087,Dedycker,Belgium
14088,Deelkens,Belgium
14089,Defaux,Belgium
14090,Defawe,Belgium
14091,Deferm,Belgium
14092,Deflandre,Belgium
14093,Deflandre,Belgium
14094,Deflandre,Belgium
14095,Defosse,Belgium
14096,Defosse,Belgium
14097,Defour,Belgium
14098,Defour,Belgium
14099,Defourny,Belgium
14100,Defraigne,Belgium
14101,Defrance,Belgium
14102,Degandt,Belgium
14103,Degeest,Belgium
14104,Deghelt,Belgium
14105,Degives,Belgium
14106,Degols,Belgium
14107,Degrace,Belgium
14108,Degrace,Belgium
14109,Degreef,Belgium
14110,Degrijze,Belgium
14111,Degroote,Belgium
14112,Degroote,Belgium
14113,Degryse,Belgium
14114,Degryze,Belgium
14115,Degueldre,Belgium
14116,Degueldre,Belgium
14117,Dehaene,Belgium
14118,Dehaes,Belgium
14119,Dehaeseleer,Belgium
14120,Dehaut,Belgium
14121,Dehaye,Belgium
14122,Deheneffe,Belgium
14123,Deheneffe,Belgium
14124,Dehert,Belgium
14125,Dehondt,Belgium
14126,Dehooge,Belgium
14127,Dehoorne,Belgium
14128,Dehorne,Belgium
14129,Dehornes,Belgium
14130,Dehouck,Belgium
14131,Dejardin,Belgium
14132,Dejoncheere,Belgium
14133,Dejonckheere,Belgium
14134,Dejong,Belgium
14135,Dejong,Belgium
14136,Dejonghe,Belgium
14137,Dejonghe,Belgium
14138,Dekale,Belgium
14139,Dekelver,Belgium
14140,Dekenne,Belgium
14141,Dekerf,Belgium
14142,Dekever,Belgium
